id,company,state,website,email,score,source_kind,source_url,reasons
10,Vision Engraving Enterprises,California,https://www.visionengraving.com/,president@visionengraving.com,85,visible,https://www.visionengraving.com/contact/,found as visible; visible page text; email domain matches website; found on contact/about-style page
100,Signs New York (Signs NYC),New York,https://signsny.com,sales@signsny.com,100,mailto,https://signsny.com,found as mailto; mailto link; email domain matches website; useful contact role
101,Eagle Master Signs,New York,https://www.eaglemastersigns.com,info@eaglemastersigns.com,100,mailto,https://www.eaglemastersigns.com/contact-us/,found as mailto; mailto link; email domain matches website; useful contact role; found on contact/about-style page
102,Manhattan Sign Shop,New York,https://manhattansignshop.nyc,sales@manhattansignshop.nyc,100,mailto,https://manhattansignshop.nyc,found as mailto; mailto link; email domain matches website; useful contact role
102,Manhattan Sign Shop,New York,https://manhattansignshop.nyc,msignshop@gmail.com,80,mailto,https://manhattansignshop.nyc/services/,found as mailto; mailto link; common small-business mailbox; found on contact/about-style page
103,SignExpo,New York,https://signexpo.com,signs@signexpo.com,100,mailto,https://signexpo.com/about-us-3/,found as mailto; mailto link; email domain matches website; found on contact/about-style page
105,Iconic Signs & Awnings,New York,https://iconicsignsandawnings.com,info@mazalsigns.com,85,mailto,https://iconicsignsandawnings.com/contact-us/,found as mailto; mailto link; useful contact role; found on contact/about-style page
105,Iconic Signs & Awnings,New York,https://iconicsignsandawnings.com,iconicsignsandawnings@gmail.com,65,visible,https://iconicsignsandawnings.com/contact-us/,found as visible; visible page text; common small-business mailbox; found on contact/about-style page
106,Brooklyn Signs,New York,https://www.brooklynsigns.com,info@brooklynsigns.com,100,mailto,https://www.brooklynsigns.com,found as mailto; mailto link; email domain matches website; useful contact role
107,"Village Signs, Flags & Graphics",New York,https://villagesignsflagsandgraphics.com,village.signs.design@gmail.com,80,mailto,https://villagesignsflagsandgraphics.com/contact/,found as mailto; mailto link; common small-business mailbox; found on contact/about-style page
109,Empire State Signs,New York,https://empirestatesigns.net,dennis@empirestatesigns.net,100,mailto,http://empirestatesigns.net/about/,found as mailto; mailto link; email domain matches website; found on contact/about-style page
109,Empire State Signs,New York,https://empirestatesigns.net,john@empirestatesigns.net,100,mailto,http://empirestatesigns.net/contact/,found as mailto; mailto link; email domain matches website; found on contact/about-style page
