id,company,state,website,email,score,source_kind,source_url,reasons
10,Vision Engraving Enterprises,California,https://www.visionengraving.com/,president@visionengraving.com,85,visible,https://www.visionengraving.com/contact/,found as visible; visible page text; email domain matches website; found on contact/about-style page
100,Signs New York (Signs NYC),New York,https://signsny.com,sales@signsny.com,100,mailto,https://signsny.com,found as mailto; mailto link; email domain matches website; useful contact role
101,Eagle Master Signs,New York,https://www.eaglemastersigns.com,info@eaglemastersigns.com,100,mailto,https://www.eaglemastersigns.com/contact-us/,found as mailto; mailto link; email domain matches website; useful contact role; found on contact/about-style page
102,Manhattan Sign Shop,New York,https://manhattansignshop.nyc,sales@manhattansignshop.nyc,100,mailto,https://manhattansignshop.nyc,found as mailto; mailto link; email domain matches website; useful contact role
103,SignExpo,New York,https://signexpo.com,signs@signexpo.com,100,mailto,https://signexpo.com/about-us-3/,found as mailto; mailto link; email domain matches website; found on contact/about-style page
106,Brooklyn Signs,New York,https://www.brooklynsigns.com,info@brooklynsigns.com,100,mailto,https://www.brooklynsigns.com,found as mailto; mailto link; email domain matches website; useful contact role
109,Empire State Signs,New York,https://empirestatesigns.net,dennis@empirestatesigns.net,100,mailto,http://empirestatesigns.net/about/,found as mailto; mailto link; email domain matches website; found on contact/about-style page
110,Hum Sign Co,New York,https://humsignco.com,info@humsignco.com,100,mailto,https://humsignco.com/contact/,found as mailto; mailto link; email domain matches website; useful contact role; found on contact/about-style page
111,Artifact Fabrication,New York,https://artifactfabrication.com,sales@artifactfabrication.com,100,mailto,https://artifactfabrication.com,found as mailto; mailto link; email domain matches website; useful contact role
118,Sidcor Laser Engraving,Illinois,https://sidcorlaserengraving.com,info@sidcorlaserengraving.com,100,mailto,https://sidcorlaserengraving.com,found as mailto; mailto link; email domain matches website; useful contact role
119,Target Laser & Machining Inc,Illinois,https://www.targetlaser.com,info@targetlaser.com,100,mailto,https://www.targetlaser.com,found as mailto; mailto link; email domain matches website; useful contact role
12,Pagoda Arts LLC,California,http://www.pagodaarts.com/,info@pagodaarts.com,100,mailto,http://www.pagodaarts.com/,found as mailto; mailto link; email domain matches website; useful contact role
120,Barak USA,Illinois,https://www.barakusa.com,info@barakusa.com,100,cloudflare,https://www.barakusa.com/contact-us/,found as cloudflare; cloudflare-protected email; email domain matches website; useful contact role; found on contact/about-style page
