id,company,state,website,email,score,source_kind,source_url,reasons
127,Captivating Signs,Illinois,https://www.captivatingsigns.com,info@captivatingsigns.com,100,mailto,https://www.captivatingsigns.com,found as mailto; mailto link; email domain matches website; useful contact role
127,Captivating Signs,Illinois,https://www.captivatingsigns.com,sales@captivatingsigns.com,95,visible,https://www.captivatingsigns.com/terms-of-service/,found as visible; visible page text; email domain matches website; useful contact role; found on contact/about-style page
133,Lens Laser LLC,Pennsylvania,https://lenslaserpgh.com/,dave@lab6.com,50,visible,https://lenslaserpgh.com/,found as visible; visible page text
133,Lens Laser LLC,Pennsylvania,https://lenslaserpgh.com/,hi@typemade.mx,50,visible,https://lenslaserpgh.com/,found as visible; visible page text
142,Philadelphia Signs & Awnings,Pennsylvania,https://signsphiladelphia.com/,info@salesandcustomerservice.com,70,visible,https://signsphiladelphia.com/request-a-quote,found as visible; visible page text; useful contact role; found on contact/about-style page
187,DB Graphics A2,Michigan,https://dbgraphicsa2.com/laser-engraving,impallari@gmail.com,65,visible,https://dbgraphicsa2.com/contact-us,found as visible; visible page text; common small-business mailbox; found on contact/about-style page
211,Carolina Signs & Wonders,North Carolina,https://www.carolinasignage.com,support@leadlane.io,60,visible,https://www.carolinasignage.com,found as visible; visible page text; useful contact role
264,Accolades Laser Engraving,Maryland,https://aleawards.com/,hello@rfuenzalida.com,60,visible,https://aleawards.com/,found as visible; visible page text; useful contact role
264,Accolades Laser Engraving,Maryland,https://aleawards.com/,impallari@gmail.com,55,visible,https://aleawards.com/,found as visible; visible page text; common small-business mailbox
264,Accolades Laser Engraving,Maryland,https://aleawards.com/,eben@eyebytes.com,50,visible,https://aleawards.com/,found as visible; visible page text
320,Prescott Trade Shop,Arizona,https://prescotttradeshop.com,eben@eyebytes.com,60,visible,https://prescotttradeshop.com/contact-us,found as visible; visible page text; found on contact/about-style page
367,Franklin Sign Company,Tennessee,https://franklinsignco.com,wweeiihhuuaanngg@gmail.com,65,visible,https://franklinsignco.com/contact-us-1,found as visible; visible page text; common small-business mailbox; found on contact/about-style page
477,Sand Scripts,South Dakota,https://www.sandscriptsusa.com/,donate@opencart.com,60,visible,https://www.sandscriptsusa.com/about,found as visible; visible page text; found on contact/about-style page
554,Alaskan Memories,Alaska,https://alaskanmemories.com/,akmem@alaskan.com,70,cloudflare,https://alaskanmemories.com/contact.html,found as cloudflare; cloudflare-protected email; found on contact/about-style page
555,American Signs Inc,California,https://americansignsinc.com/,info@americansignsinc.com,100,mailto,https://americansignsinc.com/contact/,found as mailto; mailto link; email domain matches website; useful contact role; found on contact/about-style page
555,American Signs Inc,California,https://americansignsinc.com/,info@stepandrepeat.com,85,mailto,https://americansignsinc.com/contact/,found as mailto; mailto link; useful contact role; found on contact/about-style page
558,Lazer Image Inc,California,https://lazerimageinc.com/,dale@lazerimageinc.com,90,mailto,https://lazerimageinc.com/,found as mailto; mailto link; email domain matches website
563,45 Precision,Mississippi,https://45precision.com/,sales@45precision.com,100,mailto,https://45precision.com/,found as mailto; mailto link; email domain matches website; useful contact role
565,Northwest Supply Company R&R Trophies,North Dakota,https://northwestsupplycompanyrandrtrophies.com/,nwsupply2@nemont.net,65,mailto,https://northwestsupplycompanyrandrtrophies.com/,found as mailto; mailto link
565,Northwest Supply Company R&R Trophies,North Dakota,https://northwestsupplycompanyrandrtrophies.com/,nwsupply@nemont.net,65,mailto,https://northwestsupplycompanyrandrtrophies.com/,found as mailto; mailto link
565,Northwest Supply Company R&R Trophies,North Dakota,https://northwestsupplycompanyrandrtrophies.com/,nwsupply2@nccray.com,50,visible,https://northwestsupplycompanyrandrtrophies.com/,found as visible; visible page text
566,HeSapa Enterprises,South Dakota,https://hesapaent.com/,hesapalaser@gmail.com,75,cloudflare,https://www.hesapaent.com/contact-us/,found as cloudflare; cloudflare-protected email; common small-business mailbox; found on contact/about-style page
567,Locked and Lasered,Texas,https://lockedandlaseredfw.com/,sales@lockedandlaseredfw.com,100,mailto,https://lockedandlaseredfw.com/,found as mailto; mailto link; email domain matches website; useful contact role
568,Digi Printing & Cutting,Texas,https://digiprintingshop.com/,sales@digiprintingshop.com,100,mailto,https://digiprintingshop.com/,found as mailto; mailto link; email domain matches website; useful contact role
568,Digi Printing & Cutting,Texas,https://digiprintingshop.com/,you@yourshop.com,50,visible,https://digiprintingshop.com/,found as visible; visible page text
569,Texas Sign & Graphics,Texas,https://texassignandgraphics.com/,sales@texassignandgraphics.com,95,visible,https://texassignandgraphics.com/contact-us/,found as visible; visible page text; email domain matches website; useful contact role; found on contact/about-style page
569,Texas Sign & Graphics,Texas,https://texassignandgraphics.com/,sales@txsign.us,85,mailto,https://texassignandgraphics.com/contact-us/,found as mailto; mailto link; useful contact role; found on contact/about-style page
57,Capital City Signs,California,https://ccssac.com,eben@eyebytes.com,60,visible,https://ccssac.com/contact,found as visible; visible page text; found on contact/about-style page
