id,company,state,website,email,reason
6,LA Laser Cutting,California,https://lalasercutting.com/,,not an email
7,Jimani Inc.,California,https://www.jimani-inc.com/laser-engraving-services/los-angeles,,not an email
8,"Universal Marking, Inc.",California,https://www.laserengravingservices.net/los-angeles-california-etching-marking,,not an email
10,Vision Engraving Enterprises,California,https://www.visionengraving.com/,,not an email
12,Pagoda Arts LLC,California,http://www.pagodaarts.com/,52033662@n05.jpg,looks like an asset filename
16,Inscriptu,California,https://www.inscriptu.com/,,not an email
20,Sign Design,California,https://www.signdesignoc.com/laser-engraving-and-cutting,?subject=,not an email
21,OC Laser Engraving,California,https://oclaser.com/,,not an email
22,Laser Engraver OC,California,http://www.laserengraveroc.com/,,not an email
24,Dunham Metal Processing,California,https://www.dunhammetalprocessing.com/laser-marking-laser-engraving,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,platform/system/example domain
27,Laser's Edge Engraving,California,http://lasersedgeengraving.net/,,not an email
30,Mission Impossible Laser,California,https://www.missionimpossiblelaser.com/,,not an email
39,Creative Laser Engraving,Texas,https://creativelaserengraving.com/,,not an email
40,DFW Custom Engraving,Texas,https://dfwcustomengraving.com/,,not an email
42,ZLazr,Texas,http://zlazr.com/,,not an email
43,Engrave Quick,Texas,https://engravequick.com/,,not an email
45,Halsey Manufacturing,Texas,https://halseymfg.com/laser-engraving.html,,not an email
46,Signs Visual of Los Angeles,California,https://www.signs-la.com,,not an email
47,Los Angeles Sign Company,California,https://losangelesigncompany.com,,not an email
48,LA Sign Company,California,https://www.lasignco.com,,not an email
49,The Sign Studio,California,https://www.thesignstudioonline.com,,not an email
50,American Laser Cutter,California,https://www.americanlaserco.com,,not an email
51,Signs By Tomorrow Santa Clarita,California,https://www.signsbytomorrow.com/santaclarita,,not an email
52,Zap'O Marks,California,https://zapomarks.com,,not an email
53,Laser Marking Services,California,https://www.lasermarkingsvs.com,,not an email
54,RMS Laser Group,California,https://rmslaser-group.com,,not an email
55,My Sign,California,https://mysign.ms,,not an email
56,Signs Now Sacramento,California,https://www.signsnow.com/sacramento,,not an email
57,Capital City Signs,California,https://ccssac.com,,not an email
58,CalSigns,California,https://www.mycalsigns.com,,not an email
59,Pacific Sign Center,California,https://www.pacificsigncenter.com,,not an email
60,Orange County Signs,California,https://orangecountysigns.com,,not an email
61,Signs By Tomorrow,California,https://www.signsbytomorrow.com/sacramento,,not an email
62,Signa Digital Solutions,California,https://gosigna.com,,not an email
63,Houston Sign Company,Texas,https://houstonsign.com,,not an email
