id,company,state,website,email,score,source_kind,source_url,reasons
622,Custom Crafted Engraving,Alberta,https://customcrafted.ca/,info@customcrafted.ca,100,mailto,https://customcrafted.ca/,found as mailto; mailto link; email domain matches website; useful contact role
625,Grafix Media,Alberta,https://grafix-media.ca/,estimator@grafix-media.ca,95,cloudflare,https://grafix-media.ca/seo-services/,found as cloudflare; cloudflare-protected email; email domain matches website; found on contact/about-style page
627,Solocraft,Alberta,https://solocraft.ca/,larry@solocraft.ca,100,mailto,https://www.solocraft.ca/contact,found as mailto; mailto link; email domain matches website; found on contact/about-style page
628,FabLab Vancouver,British Columbia,https://fablabvan.ca/,info@fablabvan.ca,100,mailto,https://fablabvan.ca/,found as mailto; mailto link; email domain matches website; useful contact role
632,B&B Trophy Shack / CM Engrave,Manitoba,https://cmengrave.ca/,office@cmengrave.ca,95,visible,https://www.cmengrave.ca/contact,found as visible; visible page text; email domain matches website; useful contact role; found on contact/about-style page
636,Laser24,Nova Scotia,https://laser24.ca/,info@laser24.ca,100,mailto,https://www.laser24.ca/contact,found as mailto; mailto link; email domain matches website; useful contact role; found on contact/about-style page
637,EurekaTec,Nova Scotia,https://eurekatec.ca/,info@eurekatec.ca,85,visible,https://eurekatec.ca/,found as visible; visible page text; email domain matches website; useful contact role
639,Archer Laser,Ontario,https://archerlaser.ca/,contact@archerlaser.ca,95,visible,https://archerlaser.ca/contact,found as visible; visible page text; email domain matches website; useful contact role; found on contact/about-style page
643,Woodgrain Ottawa,Ontario,https://woodgrainottawa.ca/,lauchlin@woodgrainottawa.ca,85,visible,https://woodgrainottawa.ca/pages/contact,found as visible; visible page text; email domain matches website; found on contact/about-style page
644,Zenith CNC Laser,Ontario,https://zenithcnclaser.com/,info@zenithcnclaser.com,95,visible,https://zenithcnclaser.com/contact-us,found as visible; visible page text; email domain matches website; useful contact role; found on contact/about-style page
645,iCanLaser,Ontario,https://icanlaser.com/,contact@icanlaser.com,100,mailto,https://icanlaser.com/,found as mailto; mailto link; email domain matches website; useful contact role
646,Store of Signs,Ontario,https://storeofsigns.com/,hello@storeofsigns.com,95,visible,https://storeofsigns.com/pages/contact,found as visible; visible page text; email domain matches website; useful contact role; found on contact/about-style page
647,Elite Graphic Design,Quebec,https://elitegraphicdesign.com/,info@elitegraphicdesign.com,100,mailto,https://elitegraphicdesign.com/,found as mailto; mailto link; email domain matches website; useful contact role
649,LaserArt MTL,Quebec,https://laserartmtl.ca/,info@laserartmtl.ca,100,mailto,https://laserartmtl.ca/,found as mailto; mailto link; email domain matches website; useful contact role
650,Robocut Studio,Quebec,https://robocutstudio.com/,info@robocutstudio.com,100,mailto,https://robocutstudio.com/contact/,found as mailto; mailto link; email domain matches website; useful contact role; found on contact/about-style page
653,Laser Impressions Sign Studio,Saskatchewan,https://laserimpressions.ca/,info@laserimpressions.ca,95,visible,https://www.laserimpressions.ca/products-services/,found as visible; visible page text; email domain matches website; useful contact role; found on contact/about-style page
