id,company,state,website,email,score,source_kind,source_url,reasons
133,Lens Laser LLC,Pennsylvania,https://lenslaserpgh.com/,dave@lab6.com,50,visible,https://lenslaserpgh.com/,found as visible; visible page text
133,Lens Laser LLC,Pennsylvania,https://lenslaserpgh.com/,hi@typemade.mx,50,visible,https://lenslaserpgh.com/,found as visible; visible page text
142,Philadelphia Signs & Awnings,Pennsylvania,https://signsphiladelphia.com/,info@salesandcustomerservice.com,70,visible,https://signsphiladelphia.com/request-a-quote,found as visible; visible page text; useful contact role; found on contact/about-style page
187,DB Graphics A2,Michigan,https://dbgraphicsa2.com/laser-engraving,impallari@gmail.com,65,visible,https://dbgraphicsa2.com/contact-us,found as visible; visible page text; common small-business mailbox; found on contact/about-style page
211,Carolina Signs & Wonders,North Carolina,https://www.carolinasignage.com,support@leadlane.io,60,visible,https://www.carolinasignage.com,found as visible; visible page text; useful contact role
212,JC Signs Charlotte,North Carolina,https://jcsignscharlotte.com,susan@jcsignscharlotte.com,100,mailto,https://jcsignscharlotte.com/contact/,found as mailto; mailto link; email domain matches website; found on contact/about-style page
212,JC Signs Charlotte,North Carolina,https://jcsignscharlotte.com,704-995-0988jeff@jcsignscharlotte.com,85,visible,https://jcsignscharlotte.com/contact/,found as visible; visible page text; email domain matches website; found on contact/about-style page
212,JC Signs Charlotte,North Carolina,https://jcsignscharlotte.com,jeff@jcsignscharlotte.com,85,visible,https://jcsignscharlotte.com/contact/,found as visible; visible page text; email domain matches website; found on contact/about-style page
250,Gable,Maryland,https://gablecompany.com/,service@gablecompany.com,100,mailto,https://gablecompany.com/,found as mailto; mailto link; email domain matches website; useful contact role
250,Gable,Maryland,https://gablecompany.com/,careers@gablecompany.com,90,mailto,https://gablecompany.com/,found as mailto; mailto link; email domain matches website
250,Gable,Maryland,https://gablecompany.com/,solutions@gablecompany.com,90,mailto,https://gablecompany.com/,found as mailto; mailto link; email domain matches website
264,Accolades Laser Engraving,Maryland,https://aleawards.com/,hello@rfuenzalida.com,60,visible,https://aleawards.com/,found as visible; visible page text; useful contact role
264,Accolades Laser Engraving,Maryland,https://aleawards.com/,impallari@gmail.com,55,visible,https://aleawards.com/,found as visible; visible page text; common small-business mailbox
264,Accolades Laser Engraving,Maryland,https://aleawards.com/,eben@eyebytes.com,50,visible,https://aleawards.com/,found as visible; visible page text
320,Prescott Trade Shop,Arizona,https://prescotttradeshop.com,eben@eyebytes.com,60,visible,https://prescotttradeshop.com/contact-us,found as visible; visible page text; found on contact/about-style page
367,Franklin Sign Company,Tennessee,https://franklinsignco.com,wweeiihhuuaanngg@gmail.com,65,visible,https://franklinsignco.com/contact-us-1,found as visible; visible page text; common small-business mailbox; found on contact/about-style page
396,JC Pro Design,Utah,https://www.jcprodesign.com,info@jcprodesign.com,100,mailto,https://www.jcprodesign.com,found as mailto; mailto link; email domain matches website; useful contact role
477,Sand Scripts,South Dakota,https://www.sandscriptsusa.com/,donate@opencart.com,60,visible,https://www.sandscriptsusa.com/about,found as visible; visible page text; found on contact/about-style page
525,Advanced Laser Engraving of Louisiana,Louisiana,https://www.advancedlaseroflouisiana.com/,sales@advancedlaseroflouisiana.com,100,mailto,https://www.advancedlaseroflouisiana.com/contact-5,found as mailto; mailto link; email domain matches website; useful contact role; found on contact/about-style page
57,Capital City Signs,California,https://ccssac.com,eben@eyebytes.com,60,visible,https://ccssac.com/contact,found as visible; visible page text; found on contact/about-style page
57,Capital City Signs,California,https://ccssac.com,micah@micahrich.com,60,visible,https://ccssac.com/contact,found as visible; visible page text; found on contact/about-style page
68,Laser Engraving Pros,Texas,https://lazerengravingpros.com/austin-custom-engraving/,info@rhobositsolutions.com,60,visible,https://lazerengravingpros.com/austin-custom-engraving/,found as visible; visible page text; useful contact role
74,AM Tech Distributor LLC,Florida,https://amtechdistributor.com,info@indiantypefoundry.com,70,visible,https://amtechdistributor.com/about-us,found as visible; visible page text; useful contact role; found on contact/about-style page
74,AM Tech Distributor LLC,Florida,https://amtechdistributor.com,team@latofonts.com,60,visible,https://amtechdistributor.com/about-us,found as visible; visible page text; found on contact/about-style page
86,Orlando Sign Company,Florida,https://www.orlandosigncompany.org,support@markmywordsmedia.com,70,visible,https://www.orlandosigncompany.org/terms-of-service/,found as visible; visible page text; useful contact role; found on contact/about-style page
